rapid_accelerations,hard_brakes,sharp_turns,night_hours_driving,driver_safety_rating
7,12,4,0.4,14.3
9,0,3,6.3,45.0
2,13,6,6.5,10.0
11,11,7,3.1,10.0
3,12,1,0.5,39.9
10,4,5,6.3,18.6
1,13,9,3.6,13.9
10,7,3,5.0,13.2
1,0,3,6.4,69.5
6,8,1,1.3,42.6
10,2,6,2.9,30.9
0,0,5,5.5,72.4
11,9,5,2.7,10.0
5,6,2,3.0,48.2
4,6,7,5.9,23.9
2,4,8,6.0,36.3
5,14,7,4.8,10.0
3,1,4,3.3,63.1
11,3,7,3.1,21.7
10,7,5,2.3,17.7
4,11,8,0.6,16.0
2,1,7,0.4,67.6
10,11,8,7.4,10.0
7,5,9,1.0,27.3
0,7,0,4.9,59.7
6,6,8,2.2,23.5
11,4,6,5.1,16.9
9,4,4,5.6,25.9
9,5,0,6.3,34.1
5,10,2,0.7,36.0
6,10,3,0.8,23.1
9,0,2,6.5,43.3
6,8,2,7.5,23.6
10,11,8,2.1,10.0
1,2,9,2.5,57.0
4,0,0,7.3,66.0
4,7,6,6.3,26.9
3,10,3,1.9,35.0
8,3,9,4.7,16.6
0,3,4,2.5,69.3
5,5,3,3.5,42.6
2,11,3,5.6,24.1
9,5,3,2.0,35.5
7,10,0,0.6,36.8
6,6,1,7.9,30.1
11,8,5,3.4,10.0
1,3,0,5.8,66.0
11,7,0,8.0,13.5
7,8,1,0.3,41.8
0,6,0,3.6,66.9
1,6,6,0.2,55.6
0,13,6,5.2,15.3
9,13,4,1.3,10.0
4,13,5,7.5,10.0
10,10,2,7.0,10.0
1,9,3,5.2,38.8
6,0,6,1.3,61.1
8,9,0,2.8,31.0
2,9,7,7.8,17.7
3,3,9,2.5,46.5
6,0,7,7.9,39.1
0,8,2,6.6,45.2
10,11,0,4.3,12.6
3,14,0,6.8,18.5
10,10,9,7.8,10.0
0,5,4,2.3,62.5
7,0,8,0.9,48.4
6,9,9,0.7,12.5
10,14,5,4.9,10.0
9,4,5,2.6,29.2
2,4,7,3.1,47.3
5,9,1,1.2,46.6
7,9,4,0.7,27.5
4,8,0,2.6,50.5
1,2,6,1.4,67.1
3,2,7,0.5,59.9
4,8,5,0.3,36.5
1,3,0,0.5,86.7
11,5,7,5.8,10.0
0,12,8,4.9,16.9
4,9,0,5.5,35.2
6,10,2,6.5,17.5
6,11,2,5.0,15.3
8,4,4,3.8,34.8
3,1,0,6.5,69.1
6,8,5,5.0,19.1
8,11,6,5.6,10.0
10,9,8,3.5,10.0
0,14,9,3.6,10.0
8,14,6,3.6,10.0
3,8,6,2.3,30.3
1,1,7,4.9,56.6
5,8,8,3.5,17.9
8,14,4,0.4,10.0
2,13,6,5.6,10.5
10,8,7,4.0,10.0
5,14,7,1.5,10.0
6,12,4,0.5,16.3
11,13,1,1.5,10.0
0,11,2,4.1,39.8
11,7,9,0.5,10.0
3,6,2,4.9,42.3
8,10,7,2.2,10.0
5,4,5,7.7,32.6
8,10,1,6.3,12.1
5,4,9,0.9,36.7
1,8,4,5.7,38.9
11,12,8,6.7,10.0
11,14,6,6.9,10.0
6,8,7,4.4,17.4
11,3,7,6.9,10.9
10,7,6,6.1,10.0
4,9,1,4.5,37.1
7,8,4,3.4,24.1
3,2,4,0.0,69.8
2,14,3,4.9,16.6
6,0,0,2.0,73.9
3,0,4,1.8,71.7
3,7,3,1.1,48.7
0,14,6,5.5,12.2
6,7,9,5.4,10.4
11,10,0,3.3,12.9
7,8,0,3.7,34.1
7,0,4,6.1,47.8
8,2,2,1.2,58.0
11,9,3,1.8,14.6
0,7,0,7.5,53.0
2,3,8,8.0,36.3
0,8,3,4.1,52.5
1,8,1,3.7,51.5
2,6,0,0.7,69.0
4,1,7,5.4,46.7
6,9,5,3.7,20.9
6,11,6,4.3,10.0
8,7,8,7.5,10.0
8,6,5,7.4,12.5
8,6,2,7.3,24.2
5,8,6,0.8,29.0
4,3,5,3.1,50.2
6,9,5,5.3,15.9
4,7,1,1.1,52.8
11,9,1,7.5,10.0
2,8,9,4.6,20.2
6,13,8,4.8,10.0
7,10,6,1.0,12.9
1,4,9,0.1,53.8
6,9,7,5.1,10.0
3,0,6,1.7,67.9
3,2,8,6.6,39.4
10,13,2,0.4,10.0
0,11,5,1.4,36.0
3,3,4,6.2,50.1
6,3,1,0.1,63.6
11,10,2,1.9,11.3
2,4,2,5.8,59.0
5,2,0,5.6,60.2
5,2,8,1.6,43.9
11,1,7,6.3,18.7
5,13,4,3.4,10.8
4,8,0,5.6,40.4
7,2,3,3.7,49.1
5,11,5,0.1,23.4
3,1,5,0.0,71.4
3,3,7,7.9,35.9
7,7,1,1.6,42.0
6,6,6,6.9,19.2
1,0,4,1.8,77.2
4,14,9,3.6,10.0
1,6,5,7.9,37.5
9,1,5,1.1,46.3
8,7,7,4.4,10.5
5,8,9,2.9,17.6
10,2,3,4.6,39.8
5,9,9,4.2,10.0
7,0,4,1.0,59.5
1,13,5,4.5,19.8
11,11,7,2.9,10.0
0,6,3,2.1,62.9
5,14,0,1.1,23.0
9,2,7,5.3,28.1
5,13,3,5.7,10.0
8,6,4,6.5,19.5
4,14,3,6.5,10.0
3,9,9,8.0,10.0
10,7,7,1.9,10.0
10,5,5,4.5,20.5
5,10,1,4.6,30.4
11,13,4,4.3,10.0
5,1,5,2.8,57.7
10,1,6,1.4,37.7
4,12,0,4.6,27.1
2,9,3,1.2,45.7
2,8,2,0.1,52.0
5,0,1,5.3,65.8
5,8,4,3.5,28.7
6,10,5,7.7,10.0
7,12,3,2.7,11.8
9,8,8,7.9,10.0
6,3,3,0.1,60.3
11,10,2,0.5,14.9
2,6,0,5.3,57.2
0,4,7,5.1,49.0
5,10,0,4.3,31.7
4,12,9,1.5,10.0
8,2,3,0.8,56.1
4,13,7,0.5,10.1
7,14,5,6.2,10.0
3,10,9,7.0,10.0
2,0,8,6.6,53.2
11,8,6,1.2,10.0
6,0,8,6.2,40.0
2,11,5,7.8,16.2
6,13,2,4.9,10.0
7,9,0,3.1,35.3
11,9,6,0.8,10.0
3,4,0,2.4,66.5
2,11,7,4.7,16.7
1,12,6,3.3,22.0
4,14,9,4.1,10.0
2,4,2,5.5,59.3
6,3,0,3.5,60.8
8,6,5,1.6,31.3
1,11,9,0.6,26.5
4,3,6,3.3,45.7
4,1,3,7.0,54.1
6,14,1,5.4,10.0
6,5,6,1.9,41.1
4,12,1,4.0,26.2
4,9,3,1.7,35.5
7,3,0,1.1,60.8
9,7,2,6.2,20.8
3,13,0,3.4,29.8
10,11,4,0.4,10.0
11,2,6,6.5,15.3
7,10,7,7.5,10.0
6,1,1,2.7,65.8
10,2,2,4.0,43.2
0,10,9,6.1,19.1
11,7,2,0.3,24.3
1,2,9,7.3,43.4
5,8,5,8.0,20.3
6,12,8,4.0,10.0
0,12,0,4.3,43.4
8,12,7,4.2,10.0
4,12,2,6.6,13.8
6,14,9,4.2,10.0
2,3,0,5.2,66.1
7,10,3,5.2,11.5
6,7,3,4.2,29.5
3,11,7,7.4,10.0
0,4,9,6.8,40.3
11,12,5,0.6,10.0
7,9,8,3.3,10.0
2,6,3,4.7,49.7
10,6,9,6.3,10.0
0,14,2,2.9,32.3
2,6,4,4.9,47.1
1,6,9,3.5,39.0
0,7,2,1.0,66.8
2,5,8,8.0,29.3
5,9,7,5.4,10.4
2,1,2,2.4,72.0
3,3,0,5.2,62.9
5,2,4,2.2,58.7
4,10,5,5.8,14.5
7,1,4,1.9,53.1
9,7,6,7.8,10.0
11,12,6,4.4,10.0
4,4,1,6.4,54.4
0,6,7,5.7,42.5
1,4,1,6.9,60.0
2,7,9,6.7,18.5
1,13,9,0.5,17.9
6,0,3,2.4,63.8
8,6,6,4.5,17.8
2,11,5,6.7,18.7
7,0,9,7.0,33.5
9,7,1,3.2,29.5
11,11,3,6.0,10.0
9,5,2,5.1,32.7
2,4,5,7.3,40.6
11,11,5,6.9,10.0
3,3,7,2.0,50.6
3,2,7,2.7,53.1
0,3,4,2.2,73.0
9,7,3,4.1,20.6
0,10,2,0.5,52.0
4,4,8,2.9,38.5
11,0,4,7.4,31.0
5,7,3,6.1,29.1
6,2,1,2.6,60.5
5,0,5,3.5,57.5
10,2,4,5.7,33.2
3,6,1,7.5,47.3
10,9,4,6.2,10.0
6,7,7,7.8,10.6
9,8,3,7.9,10.0
4,2,0,1.5,70.2
6,7,7,0.2,31.0
10,10,6,6.7,10.0
0,9,8,7.1,22.0
11,10,7,3.6,10.0
2,10,6,0.5,32.9
0,4,6,1.4,61.9
4,10,9,0.9,16.1
7,1,0,1.4,65.2
10,8,5,0.7,17.5
4,13,8,0.9,10.0
11,4,6,5.7,16.8
11,11,4,0.3,10.0
8,5,0,6.9,34.9
8,6,9,6.7,10.0
7,0,5,5.0,45.6
11,2,3,7.3,24.5
9,3,2,0.7,47.8
3,1,4,2.0,68.6
10,7,0,3.8,29.4
5,3,6,1.1,55.8
4,7,2,5.0,41.1
3,14,5,6.7,10.0
5,1,6,6.8,45.8
10,0,3,2.4,47.1
10,0,6,1.2,43.8
7,4,9,6.2,15.6
10,4,7,2.8,18.1
4,2,9,5.2,39.9
10,2,8,0.6,32.0
8,10,8,3.9,10.0
8,14,6,2.4,10.0
5,14,0,5.4,12.2
11,11,4,4.9,10.0
7,4,9,3.6,22.3
0,13,0,7.5,28.8
2,0,0,4.4,85.0
7,4,1,0.1,56.4
0,6,2,4.2,62.1
9,12,8,0.5,10.0
2,7,2,7.7,39.7
4,6,3,5.9,39.7
9,14,2,0.1,10.0
8,14,1,3.9,10.0
4,13,3,7.5,10.0
0,7,9,6.4,27.6
10,4,8,2.2,17.9
0,7,5,5.4,43.3
8,0,0,6.1,59.9
4,8,5,5.2,27.4
3,0,4,7.2,60.3
2,8,7,1.9,35.7
8,2,8,6.0,26.6
4,2,3,4.8,53.7
2,1,7,7.7,50.7
3,10,7,5.5,15.5
9,5,3,3.5,32.9
2,6,0,0.9,67.1
6,8,3,5.1,29.2
5,13,9,7.7,10.0
1,14,6,2.7,13.8
9,9,2,5.3,13.2
5,9,5,6.3,18.8
10,4,1,7.0,28.0
3,11,9,6.1,10.0
9,12,6,3.3,10.0
4,9,7,0.1,28.2
5,10,8,4.7,10.0
8,14,0,4.4,10.0
3,3,8,3.4,46.6
5,1,2,5.1,61.0
10,6,6,0.3,23.8
10,3,5,7.3,19.5
5,1,8,2.4,47.1
8,12,8,1.0,10.0
3,6,3,1.6,52.1
1,13,4,4.8,22.1
8,11,3,6.2,10.0
7,9,8,1.3,12.2
3,6,4,5.5,36.2
10,7,8,1.2,10.0
1,3,7,5.7,47.2
2,1,1,5.5,71.9
5,1,5,6.9,46.6
9,11,6,5.3,10.0
11,2,2,0.5,47.4
8,9,8,6.7,10.0
9,10,3,5.2,10.0
11,13,3,1.7,10.0
8,1,3,7.5,39.5
5,13,2,7.0,10.0
6,1,5,3.4,52.9
10,9,8,4.7,10.0
4,10,5,5.4,18.7
3,1,1,6.8,68.2
0,2,6,2.8,70.6
11,4,7,5.4,11.7
11,11,8,5.7,10.0
4,10,2,3.0,32.8
5,0,8,3.4,53.0
2,1,5,3.4,63.4
4,11,9,3.2,10.0
4,14,6,4.3,10.0
8,11,0,0.4,27.4
1,6,8,8.0,26.4
0,4,2,2.5,71.6
10,3,1,4.3,41.4
2,3,8,2.3,53.4
4,0,2,7.5,59.1
7,8,6,7.8,10.0
7,7,2,7.8,24.6
11,8,1,3.5,20.2
11,5,8,4.8,10.0
8,8,2,6.6,15.0
0,10,0,1.2,55.7
10,7,8,3.1,10.0
7,14,2,2.5,10.0
11,7,3,3.9,13.7
7,8,2,6.4,16.1
11,11,1,5.0,10.0
7,8,8,0.9,17.2
1,9,0,1.6,58.0
10,11,6,1.1,10.0
11,10,0,1.7,17.6
11,0,1,0.2,51.7
1,3,3,7.1,58.4
4,13,2,6.8,10.0
8,0,4,4.4,49.0
0,5,9,6.2,36.4
4,1,7,8.0,40.4
5,13,4,4.7,10.0
4,6,1,4.9,46.8
6,13,7,6.9,10.0
1,8,8,4.2,28.1
1,9,0,0.4,63.3
6,13,7,2.8,10.0
4,3,3,5.7,49.6
2,9,6,5.6,24.4
10,13,6,8.0,10.0
2,9,9,5.9,12.6
2,7,7,0.6,39.9
9,12,5,7.6,10.0
6,3,3,0.2,62.1
6,14,7,5.2,10.0
3,2,8,2.0,52.4
5,9,9,2.0,15.8
11,3,0,4.5,37.9
0,9,2,0.2,59.4
8,5,4,2.2,33.4
2,4,8,1.9,50.0
6,10,7,3.2,10.2
10,10,6,0.4,10.0
1,13,5,2.6,24.3
11,6,7,1.4,13.9
8,13,0,1.7,16.1
10,14,1,6.6,10.0
11,1,7,8.0,13.9
6,5,5,3.5,36.1
5,11,6,0.8,17.1
1,8,4,6.2,35.9
2,0,6,6.7,57.8
2,3,8,2.3,49.4
11,6,4,3.6,13.4
2,11,6,2.8,23.8
5,3,3,7.8,40.7
10,1,4,6.8,33.2
11,5,9,2.2,10.0
1,3,4,5.3,61.2
9,0,4,5.0,44.7
0,10,2,3.9,43.8
3,10,4,5.7,23.2
2,3,5,6.6,49.9
10,14,6,7.6,10.0
2,7,3,3.8,46.9
8,6,2,5.2,29.2
7,0,7,5.9,36.6
7,11,4,4.1,10.0
0,7,6,6.6,39.6
1,3,7,0.1,59.4
6,11,8,5.6,10.0
7,11,5,1.4,13.3
11,13,9,3.2,10.0
1,4,9,6.6,38.5
0,9,6,6.4,26.7
11,8,7,3.7,10.0
11,3,5,0.2,35.4
1,1,5,3.0,68.8
4,5,1,2.7,59.3
0,4,9,1.6,51.0
7,9,4,1.0,23.7
10,4,2,2.5,36.9
10,3,1,3.3,41.0
4,12,4,5.8,10.0
3,10,5,4.5,21.5
2,11,2,4.5,30.0
5,4,6,6.8,30.5
6,11,2,7.2,11.4
4,4,2,3.2,56.2
5,1,5,6.7,46.2
0,13,8,6.6,10.0
3,5,1,1.8,62.8
8,14,5,0.4,10.0
8,0,9,7.4,27.0
2,2,4,7.9,52.8
5,3,3,4.8,49.4
3,7,9,2.7,26.9
6,9,9,5.3,10.0
3,12,1,0.4,37.5
5,10,7,6.0,10.0
0,0,2,1.7,87.1
10,11,3,0.8,11.0
10,12,8,7.2,10.0
3,10,8,4.5,16.7
11,14,5,3.9,10.0
10,14,9,4.9,10.0
7,2,2,8.0,38.1
2,6,6,1.5,46.0
6,8,1,1.7,42.6
4,4,6,5.7,35.6
9,4,3,6.6,28.8
5,9,5,7.5,15.0
10,4,8,6.4,10.0
4,8,6,4.2,26.5
5,13,7,5.7,10.0
3,14,8,4.3,10.0
2,13,4,5.2,16.6
11,9,0,0.6,22.7
8,13,7,5.2,10.0
6,13,3,2.5,12.2
6,5,5,4.3,32.5
8,12,6,1.1,10.0
7,10,4,4.4,11.4
9,8,8,5.3,10.0
3,11,0,1.6,39.2
5,11,7,0.8,17.5
4,0,6,3.0,62.4
8,0,2,3.6,57.1
4,11,0,5.1,28.0
4,3,0,1.4,68.4
7,11,0,3.8,20.1
7,6,8,7.3,10.0
0,9,3,3.3,45.5
4,8,4,1.4,35.4
6,5,5,6.7,26.1
3,9,0,3.4,44.3
4,7,7,5.0,22.4
7,4,0,7.1,41.4
6,9,9,5.0,10.0
2,10,5,6.7,17.4
7,0,3,5.2,55.8
10,12,1,6.5,10.0
7,11,5,3.7,10.0
4,2,1,7.8,56.7
10,13,7,4.3,10.0
0,13,5,5.5,23.6
11,14,5,1.5,10.0
4,12,1,3.3,24.6
11,12,8,3.7,10.0
1,2,4,6.6,63.4
9,8,6,6.2,10.0
0,12,2,4.3,36.7
9,1,8,6.4,22.7
1,1,3,6.5,63.8
1,9,8,5.3,18.9
11,0,0,7.5,44.1
7,11,8,6.9,10.0
3,4,1,1.7,66.2
9,1,9,2.8,29.8
6,13,1,1.0,20.3
11,7,8,3.4,10.0
1,0,1,2.7,88.6
11,11,6,6.3,10.0
6,12,7,6.4,10.0
9,11,0,3.7,14.6
9,1,5,4.1,40.5
11,11,4,7.0,10.0
3,5,6,4.2,38.6
6,0,9,7.5,33.3
4,5,4,6.7,36.4
2,1,3,3.6,67.9
1,4,1,7.5,58.5
9,13,9,6.3,10.0
8,5,0,7.7,33.8
0,2,2,1.7,80.5
0,12,6,5.5,23.2
11,14,5,7.4,10.0
10,13,6,0.0,10.0
1,12,7,0.8,28.2
6,14,7,1.0,10.0
8,7,9,3.2,10.0
9,4,3,7.0,24.9
10,8,3,3.8,15.9
6,6,0,0.7,58.1
3,5,4,1.7,50.7
6,9,0,2.8,40.6
5,4,5,7.0,30.5
9,0,3,1.6,56.3
9,0,7,5.6,33.5
3,1,4,6.8,57.0
11,7,6,4.1,10.0
6,8,5,4.9,19.5
5,13,5,4.3,10.0
11,1,9,6.1,17.0
2,5,7,4.2,40.3
9,8,1,7.5,15.1
1,13,6,6.9,10.0
7,9,4,6.0,14.3
4,11,2,2.7,28.4
4,12,2,4.8,21.0
6,9,4,1.0,29.7
8,9,1,3.2,25.1
7,3,6,4.3,33.4
4,13,5,2.8,10.5
10,7,9,0.7,10.0
0,5,3,2.5,61.6
4,4,7,7.4,28.9
1,6,4,4.9,47.7
9,6,6,1.6,21.2
2,10,7,6.4,18.1
8,7,7,7.2,10.0
2,5,5,4.5,49.4
0,1,8,3.5,62.5
8,4,7,2.9,28.0
6,14,4,1.3,10.6
7,0,1,0.4,73.8
7,12,8,1.7,10.0
1,6,9,3.9,36.0
10,9,9,0.4,10.0
10,3,8,7.8,10.2
10,6,4,5.6,18.0
3,2,7,2.7,56.5
9,0,0,3.4,60.6
0,3,9,7.9,44.9
8,9,7,2.8,10.0
4,14,1,1.2,23.0
11,11,1,3.5,10.0
9,7,3,1.6,26.6
5,5,2,4.7,46.3
6,8,8,3.0,19.4
11,5,9,2.1,10.0
9,13,2,2.3,10.0
5,6,8,7.7,17.5
10,4,4,3.0,30.2
11,3,7,7.5,11.4
8,0,6,4.4,41.4
10,13,7,4.5,10.0
9,3,8,0.7,32.6
6,13,1,7.8,10.0
2,1,8,4.2,54.5
2,10,0,6.8,36.5
2,6,7,5.5,38.3
10,10,3,3.9,10.0
4,2,3,5.5,54.9
6,6,3,0.9,46.1
5,0,5,0.5,65.3
4,2,9,2.8,48.6
3,0,9,1.5,59.7
4,9,4,7.1,22.8
0,0,5,2.4,82.0
5,10,4,5.3,20.4
0,13,4,7.3,18.4
6,10,4,0.5,27.3
1,14,1,5.7,24.6
3,5,9,0.1,44.7
11,2,4,6.9,22.7
1,3,2,7.9,58.9
8,2,8,1.8,36.2
5,10,9,1.3,11.1
3,0,9,4.0,52.5
1,12,5,7.6,16.1
7,3,0,2.4,57.0
3,12,8,2.5,10.0
7,14,7,5.0,10.0
8,0,9,5.7,29.9
9,14,8,4.3,10.0
8,10,5,1.8,12.4
6,7,1,7.2,28.0
8,10,2,4.2,16.1
0,4,9,7.6,42.8
2,10,7,3.8,25.2
0,14,8,1.1,16.2
4,13,8,2.9,10.0
5,2,0,4.3,65.2
0,3,8,1.5,57.1
5,2,8,3.2,44.6
2,2,1,0.9,80.7
1,12,0,7.1,30.8
5,0,0,7.7,62.5
3,14,2,3.6,17.3
7,2,0,7.2,49.8
1,3,3,1.4,67.1
5,8,9,0.6,21.5
1,13,3,2.6,30.3
1,3,7,1.9,55.2
0,7,5,1.9,51.9
7,12,1,6.2,10.0
3,0,4,6.5,64.5
4,9,8,4.5,14.4
7,3,2,5.8,43.7
9,1,1,2.3,56.9
0,11,1,5.6,38.7
2,0,5,6.0,60.6
9,3,6,7.5,19.9
5,4,7,0.7,40.9
2,5,0,6.8,58.5
8,3,2,1.3,50.1
10,2,9,3.4,20.4
9,11,3,0.1,20.1
9,0,7,7.6,27.5
2,13,9,7.7,10.0
11,8,9,7.7,10.0
1,12,1,0.7,41.3
5,4,9,2.5,32.9
3,14,5,3.2,11.1
11,2,3,7.8,27.9
1,2,7,6.3,51.9
3,2,0,5.2,65.7
10,6,0,3.1,39.5
8,0,9,7.8,23.2
4,3,8,5.7,34.5
6,14,3,4.2,10.0
9,9,1,4.1,18.0
9,6,3,0.6,31.7
1,2,5,3.0,66.8
11,7,2,1.1,24.6
9,12,0,5.9,10.0
6,7,8,7.0,10.0
2,12,6,7.4,10.0
0,10,1,7.8,37.2
7,6,8,1.7,21.3
3,13,3,4.1,17.2
8,8,5,5.9,10.0
9,6,7,5.2,13.3
9,12,3,8.0,10.0
7,6,4,2.0,33.7
1,9,6,4.7,30.5
1,3,4,2.2,67.4
8,13,3,5.4,10.0
6,4,8,2.3,28.9
3,1,6,5.8,52.9
4,6,1,5.1,44.9
3,3,0,1.4,74.4
8,8,8,1.8,13.7
1,1,2,3.9,77.5
8,7,9,5.6,10.0
1,13,8,1.3,17.5
10,6,5,2.3,20.1
7,10,1,1.0,33.5
6,13,4,0.7,14.1
6,3,5,3.4,46.6
2,8,6,1.8,37.9
2,6,3,2.3,54.2
11,4,1,5.0,30.3
3,0,8,5.4,55.0
6,9,9,0.3,15.6
3,10,3,2.7,30.8
3,2,6,2.9,57.4
9,12,0,7.0,10.0
0,7,2,3.6,56.6
5,5,7,2.7,37.7
4,9,7,1.4,28.5
7,11,3,6.7,10.0
1,6,8,7.0,30.2
6,1,5,7.8,38.1
3,4,8,7.1,28.3
6,4,2,6.2,41.9
8,13,6,4.0,10.0
0,2,5,5.8,63.3
10,5,4,4.8,23.4
1,3,5,6.0,56.2
6,1,0,5.6,61.7
1,0,7,3.6,66.5
4,2,6,3.8,50.7
7,6,9,5.2,10.2
11,0,7,6.9,23.6
3,8,0,3.6,46.6
3,5,6,3.0,45.3
5,8,4,6.8,22.3
1,1,3,2.3,74.4
5,7,9,7.3,13.3
1,7,6,4.3,34.8
5,0,6,2.9,56.2
0,6,1,3.2,58.9
3,8,0,4.4,43.9
3,8,5,2.6,36.5
2,4,2,6.2,58.0
0,8,4,7.9,33.3
3,10,0,6.6,36.4
4,8,8,1.0,26.6
6,3,2,2.6,56.3
11,14,4,4.1,10.0
6,9,5,7.1,13.6
1,14,0,3.7,29.7
3,0,8,2.6,58.1
4,5,2,6.2,44.0
7,4,3,5.9,34.9
2,2,2,1.1,75.8
7,2,5,1.3,50.7
1,12,0,4.1,40.8
6,4,8,6.9,22.1
0,5,1,2.2,67.3
11,14,1,5.1,10.0
10,5,3,3.4,28.9
10,6,0,0.2,39.1
4,0,2,3.8,71.2
1,7,9,5.1,30.5
5,1,5,6.9,43.7
1,0,0,2.3,89.3
11,12,4,4.7,10.0
1,1,4,7.4,59.0
1,8,3,4.8,42.5
3,2,1,7.3,59.9
2,11,3,4.7,31.7
10,6,1,4.9,23.2
8,5,9,5.7,13.7
7,5,2,6.0,34.1
6,7,0,4.1,40.2
3,2,2,5.2,63.6
3,3,0,5.6,65.8
8,10,7,1.3,10.0
8,10,0,2.4,24.7
7,4,0,7.2,43.0
9,4,9,1.9,21.9
5,5,6,5.1,34.0
11,14,1,0.4,10.0
4,12,3,6.6,12.8
11,11,0,4.7,10.0
6,9,5,4.0,16.6
5,9,2,5.9,24.3
7,14,2,6.1,10.0
6,4,8,2.0,35.5
9,0,6,7.8,29.1
11,11,8,7.3,10.0
7,3,8,1.7,33.6
1,4,8,2.6,48.9
6,12,6,3.0,10.0
7,4,3,6.3,37.6
11,2,4,2.7,32.3
1,11,5,5.4,23.8
7,6,9,5.3,11.4
8,4,9,4.5,19.6
1,5,7,5.0,44.3
10,10,1,1.8,17.9
3,8,6,1.2,36.9
3,7,4,2.7,39.4
11,4,4,3.9,23.9
0,11,6,4.3,27.9
5,3,0,1.4,67.5
2,0,0,5.6,78.2
7,4,8,0.8,33.1
6,3,3,7.9,40.4
0,9,9,6.3,17.5
9,3,7,7.2,17.9
9,14,9,3.7,10.0
8,7,7,7.6,10.0
6,10,8,7.9,10.0
0,1,7,3.8,62.2
7,14,0,6.7,10.0
9,7,3,5.4,19.8
9,14,4,1.6,10.0
7,14,8,3.2,10.0
11,9,3,5.7,10.0
10,8,7,1.3,12.4
0,0,9,2.6,68.6
7,9,3,2.6,22.3
0,2,5,3.3,67.9
9,14,5,0.0,10.0
0,12,7,2.4,26.2
9,9,6,1.7,13.3
1,0,2,7.5,71.5
8,12,0,6.7,10.0
1,1,8,4.2,54.3
9,13,7,0.7,10.0
11,4,7,7.6,10.0
11,11,5,3.1,10.0
2,8,1,6.2,46.3
1,10,1,1.8,48.4
5,3,7,5.0,38.6
10,5,5,3.5,20.1
7,13,0,4.1,11.9
1,4,0,1.6,77.8
6,6,3,7.0,27.7
9,7,6,5.5,10.0
2,7,9,3.3,29.2
0,3,7,2.9,60.3
8,13,9,0.5,10.0
8,14,3,3.2,10.0
9,9,5,1.8,14.6
6,13,5,6.7,10.0
8,1,0,2.4,62.4
1,1,9,4.7,52.6
0,14,3,5.2,23.0
3,14,2,4.9,13.5
0,6,5,5.0,47.4
11,6,2,6.3,12.3
1,11,6,3.5,25.2
7,0,2,1.2,66.4
6,2,8,4.0,37.8
1,4,3,0.1,70.6
7,0,4,5.8,49.0
4,12,7,0.8,14.2
4,6,8,2.3,34.1
3,13,1,2.8,26.8
0,11,2,6.8,32.9
2,0,8,6.2,53.0
9,2,6,6.9,28.9
1,6,1,7.9,50.4
7,1,9,4.5,30.4
3,2,4,1.2,67.8
2,10,3,4.0,34.6
8,10,0,6.8,15.9
0,9,9,2.4,33.5
3,2,7,4.6,50.5
1,3,0,1.2,82.5
0,10,8,1.2,31.7
6,10,3,4.8,18.4
0,5,3,7.6,50.4
4,11,0,2.1,36.5
2,0,2,5.5,74.8
2,11,2,6.3,32.2
5,4,7,2.1,36.8
10,6,6,1.9,17.1
2,6,5,6.4,39.3
10,9,5,0.6,10.0
7,6,7,2.6,23.8
0,7,3,4.2,52.8
7,11,3,2.2,13.0
6,1,3,0.8,62.9
10,6,4,7.2,10.0
0,11,5,3.6,29.1
6,10,2,1.3,30.5
4,10,5,7.8,12.9
3,7,4,7.2,29.5
3,4,9,2.2,39.3
1,0,5,0.3,80.3
3,6,5,2.6,43.1
9,11,0,0.8,23.0
8,12,9,3.5,10.0
2,11,1,4.5,36.1
8,1,9,0.5,37.0
6,4,1,7.8,35.5
0,0,9,4.0,63.7
7,5,4,5.2,29.5
0,6,2,2.1,64.5
11,3,0,4.8,36.5
0,7,4,3.8,51.6
11,9,5,6.8,10.0
0,9,1,1.7,58.4
4,13,7,0.0,13.1
11,12,9,1.4,10.0
9,2,4,1.8,40.4
2,4,2,3.5,63.3
2,12,1,3.0,33.5
1,1,5,2.2,68.0
3,8,0,2.3,51.7
11,12,7,1.6,10.0
5,6,4,0.6,48.1
8,6,0,6.2,32.0
2,10,8,0.3,28.9
1,5,6,5.0,47.0
4,1,0,6.9,60.5
10,2,6,3.0,30.9
9,7,2,4.8,21.4
4,1,1,5.0,65.3
8,5,5,1.0,35.7
11,1,9,1.8,25.1
11,12,2,1.7,10.0
6,1,8,0.9,48.8
0,14,2,5.3,25.5
7,14,8,3.7,10.0
9,0,3,3.0,52.6
10,10,9,6.9,10.0
10,13,9,7.6,10.0
6,3,3,3.9,48.3
4,1,9,6.7,40.9
4,12,9,7.3,10.0
1,7,1,2.5,64.5
2,3,8,0.2,56.9
11,0,4,5.8,34.0
5,13,0,2.4,24.1
0,10,8,0.2,33.3
0,0,8,3.2,67.1
10,14,8,3.9,10.0
10,12,1,3.2,10.0
5,11,5,2.2,15.4
8,5,3,6.9,21.3
4,8,0,4.1,43.3
11,1,7,6.3,19.4
10,11,6,2.7,10.0
11,10,9,2.4,10.0
3,4,7,6.4,33.7
7,12,7,7.3,10.0
4,6,2,5.8,39.8
9,10,6,2.7,10.0
2,4,9,7.5,28.0
10,4,8,6.0,10.5
10,10,1,4.9,10.6
3,12,2,4.2,24.7
1,2,3,5.1,69.0
1,4,5,0.3,64.9
